seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_CP034587.1|provirus_3193304_3213314	20011	Provirus	3193304-3213314	25	11	0.9137	NA	1	27.5081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034353.1|provirus_3423255_3441220	17966	Provirus	3423255-3441220	23	11	0.9482	NA	1	22.2690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034353.1|provirus_4731652_4743479	11828	Provirus	4731652-4743479	15	11	0.8931	NA	0	6.1659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045096.1|provirus_3365541_3410836	45296	Provirus	3365541-3410836	70	11	0.9577	NA	11	66.1220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045096.1|provirus_7838845_7880333	41489	Provirus	7838845-7880333	64	11	0.9466	NA	10	45.4383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045096.1|provirus_3841330_3856793	15464	Provirus	3841330-3856793	21	11	0.9004	NA	1	20.6028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045096.1|provirus_3989785_3997987	8203	Provirus	3989785-3997987	11	11	0.8804	NA	2	7.0732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054918.1|provirus_3272477_3284270	11794	Provirus	3272477-3284270	15	11	0.9605	NA	0	10.2102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054918.1|provirus_4285661_4327888	42228	Provirus	4285661-4327888	54	11	0.9454	NA	12	48.1638	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054918.1|provirus_2724435_2813639	89205	Provirus	2724435-2813639	118	11	0.9379	NA	4	72.6123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054918.1|provirus_3342916_3359790	16875	Provirus	3342916-3359790	21	11	0.8163	NA	0	5.8577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP073767.1|provirus_10926696_10939228	12533	Provirus	10926696-10939228	14	11	0.9531	NA	0	9.1459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QRIV01000001.1|provirus_137561_173350	35790	Provirus	137561-173350	58	11	0.9711	NA	8	63.3536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VFML01000001.1|provirus_4848055_4886912	38858	Provirus	4848055-4886912	49	11	0.9724	NA	10	47.4859	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP023358.1|provirus_5123309_5153659	30351	Provirus	5123309-5153659	25	11	0.9569	NA	1	13.6246	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP023358.1|provirus_5162274_5210766	48493	Provirus	5162274-5210766	60	11	0.8890	NA	1	22.2909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102332.1|provirus_1860450_1900147	39698	Provirus	1860450-1900147	63	11	0.9566	NA	7	52.6111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103899.1|provirus_1469493_1484461	14969	Provirus	1469493-1484461	21	11	0.9640	NA	3	12.4093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103896.1|provirus_1829437_1843011	13575	Provirus	1829437-1843011	22	11	0.9616	NA	3	15.2104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP114902.1|provirus_5909194_5944998	35805	Provirus	5909194-5944998	52	11	0.9538	NA	5	39.3246	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP114413.1|provirus_1444032_1512052	68021	Provirus	1444032-1512052	111	11	0.9505	NA	11	60.4088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116413.1|provirus_1607991_1667865	59875	Provirus	1607991-1667865	100	11	0.9678	NA	8	78.9111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP120988.1|provirus_8058559_8146046	87488	Provirus	8058559-8146046	137	11	0.9546	NA	4	88.1985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP120988.1|provirus_3943941_3963346	19406	Provirus	3943941-3963346	24	11	0.9356	NA	1	29.7186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP123780.1|provirus_894367_905762	11396	Provirus	894367-905762	16	11	0.9061	NA	0	9.5099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP127386.1|provirus_2188513_2222689	34177	Provirus	2188513-2222689	50	11	0.9683	NA	7	45.4968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP126066.1|provirus_5716166_5756515	40350	Provirus	5716166-5756515	52	11	0.9552	NA	13	42.5862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP126066.1|provirus_5124100_5137239	13140	Provirus	5124100-5137239	20	11	0.8503	NA	0	6.5576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP130487.1|provirus_5163048_5211033	47986	Provirus	5163048-5211033	65	11	0.9686	NA	10	68.3501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP130487.1|provirus_4277480_4314362	36883	Provirus	4277480-4314362	49	11	0.9618	NA	11	57.1489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CYZC01000002.1|provirus_2_2817	2816	Provirus	2-2817	7	11	0.9568	NA	1	8.9737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FMHU01000001.1|provirus_1107687_1146130	38444	Provirus	1107687-1146130	53	11	0.9439	NA	5	36.9588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FMHU01000001.1|provirus_2_11735	11734	Provirus	2-11735	21	11	0.9276	NA	1	6.5203	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FMHU01000001.1|provirus_2330812_2341347	10536	Provirus	2330812-2341347	11	11	0.8674	NA	0	6.3150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FMHU01000001.1|provirus_2284133_2314299	30167	Provirus	2284133-2314299	29	11	0.8508	NA	1	6.7987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FOOI01000029.1	40797	No terminal repeats	NA	34	11	0.7442	NA	3	4.1401	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FOQY01000005.1|provirus_6724_56453	49730	Provirus	6724-56453	79	11	0.9726	NA	6	45.5965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACBZD010000001.1|provirus_3644424_3682242	37819	Provirus	3644424-3682242	40	11	0.9801	NA	4	40.6233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACBZD010000001.1|provirus_2706854_2724104	17251	Provirus	2706854-2724104	21	11	0.9471	NA	2	29.3692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACBZD010000001.1|provirus_488150_513309	25160	Provirus	488150-513309	29	11	0.7221	NA	1	4.5830	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACHIT010000002.1|provirus_3882621_3899434	16814	Provirus	3882621-3899434	21	11	0.9277	NA	7	10.1634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JADPFY010000033.1	20801	No terminal repeats	NA	17	11	0.7824	NA	1	4.6083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAFMOF010000002.1|provirus_1103631_1140511	36881	Provirus	1103631-1140511	47	11	0.9553	NA	8	33.1773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BLPF01000001.1|provirus_3828481_3937917	109437	Provirus	3828481-3937917	166	11	0.9218	NA	5	66.2132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BLPF01000001.1|provirus_1678572_1709731	31160	Provirus	1678572-1709731	29	11	0.7942	NA	0	9.9142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061344.1|provirus_1789794_1807059	17266	Provirus	1789794-1807059	29	11	0.9757	NA	4	30.3058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061344.1|provirus_208292_246756	38465	Provirus	208292-246756	64	11	0.9699	NA	8	37.0571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061344.1|provirus_2233042_2291106	58065	Provirus	2233042-2291106	82	11	0.9669	NA	9	53.9154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059572.1|provirus_180419_218542	38124	Provirus	180419-218542	51	11	0.9478	NA	8	34.8265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059572.1|provirus_2326967_2348267	21301	Provirus	2326967-2348267	17	11	0.7616	NA	7	16.4087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMVI01000002.1|provirus_97052_139708	42657	Provirus	97052-139708	57	11	0.9708	NA	7	45.4550	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNEF01000002.1|provirus_307014_342166	35153	Provirus	307014-342166	59	11	0.9661	NA	13	56.2062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNEF01000002.1|provirus_737225_785258	48034	Provirus	737225-785258	71	11	0.9352	NA	6	49.0582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP051884.1|provirus_1271068_1322731	51664	Provirus	1271068-1322731	81	11	0.9475	NA	11	50.7510	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP065050.1|provirus_4079432_4132764	53333	Provirus	4079432-4132764	86	11	0.9775	NA	5	69.3781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP065050.1|provirus_3850887_3879857	28971	Provirus	3850887-3879857	35	11	0.9469	NA	3	27.6908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP065050.1|provirus_3887046_3924824	37779	Provirus	3887046-3924824	38	11	0.8313	NA	2	14.4130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP071139.1|provirus_678044_681833	3790	Provirus	678044-681833	8	11	0.9729	NA	2	13.4158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP079236.1|provirus_1709356_1752269	42914	Provirus	1709356-1752269	72	11	0.9797	NA	6	92.9236	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP079236.1|provirus_904605_950422	45818	Provirus	904605-950422	74	11	0.9795	NA	6	87.6470	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP079236.1|provirus_1500444_1537872	37429	Provirus	1500444-1537872	57	11	0.9776	NA	7	68.0246	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP082945.1|provirus_534778_618963	84186	Provirus	534778-618963	154	11	0.9541	NA	4	74.7175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086102.1|provirus_1959459_2000175	40717	Provirus	1959459-2000175	65	11	0.9556	NA	7	49.9220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086102.1|provirus_3817783_3853678	35896	Provirus	3817783-3853678	54	11	0.9430	NA	15	48.7283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086102.1|provirus_4509508_4524706	15199	Provirus	4509508-4524706	13	11	0.8555	NA	6	12.2143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP091381.1|provirus_9674974_9725849	50876	Provirus	9674974-9725849	84	11	0.9576	NA	10	58.3146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095474.1|provirus_1135815_1153105	17291	Provirus	1135815-1153105	21	11	0.9557	NA	1	25.4979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095749.1|provirus_1213353_1264502	51150	Provirus	1213353-1264502	68	11	0.9748	NA	6	40.8235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095749.1|provirus_4847538_4878331	30794	Provirus	4847538-4878331	38	11	0.9616	NA	6	42.7800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095749.1|provirus_8049616_8095187	45572	Provirus	8049616-8095187	52	11	0.9480	NA	9	55.0420	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP096281.1|provirus_2188514_2222690	34177	Provirus	2188514-2222690	50	11	0.9683	NA	7	45.4968	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095481.1|provirus_4367928_4389528	21601	Provirus	4367928-4389528	30	11	0.9500	NA	5	29.6357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099468.1|provirus_414912_447805	32894	Provirus	414912-447805	50	11	0.9590	NA	10	53.9553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099468.1|provirus_6015277_6041219	25943	Provirus	6015277-6041219	36	11	0.9021	NA	0	19.5741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP100397.1|provirus_6016066_6070146	54081	Provirus	6016066-6070146	94	11	0.9523	NA	5	74.6792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP100397.1|provirus_4764005_4824925	60921	Provirus	4764005-4824925	103	11	0.9507	NA	7	70.3227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP113910.1|provirus_4068373_4090492	22120	Provirus	4068373-4090492	13	11	0.8675	NA	0	3.1550	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119182.1|provirus_6731013_6781748	50736	Provirus	6731013-6781748	86	11	0.9629	NA	8	66.1235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119182.1|provirus_5832057_5849514	17458	Provirus	5832057-5849514	22	11	0.9624	NA	0	10.1613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119182.1|provirus_1561556_1641898	80343	Provirus	1561556-1641898	134	11	0.9528	NA	4	84.9567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119182.1|provirus_4380648_4398446	17799	Provirus	4380648-4398446	20	11	0.9426	NA	0	13.7358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP128361.1|provirus_4539751_4556866	17116	Provirus	4539751-4556866	19	11	0.7120	NA	0	4.0172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FNTA01000003.1|provirus_370140_398637	28498	Provirus	370140-398637	37	11	0.9477	NA	6	34.8415	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAASHN010000004.1|provirus_671785_728824	57040	Provirus	671785-728824	90	11	0.9714	NA	15	58.4973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LIYH01000001.1|provirus_624096_643567	19472	Provirus	624096-643567	22	11	0.9565	NA	2	13.6074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LIYH01000001.1|provirus_656890_689057	32168	Provirus	656890-689057	39	11	0.9390	NA	2	31.9403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LYOY01000051.1|provirus_203846_214721	10876	Provirus	203846-214721	11	11	0.9628	NA	3	14.6898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_MTQP01000062.1|provirus_312686_340841	28156	Provirus	312686-340841	34	11	0.9558	NA	4	19.8916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QKWY01000002.1|provirus_875524_893087	17564	Provirus	875524-893087	22	11	0.9217	NA	1	25.4979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RKHG01000001.1|provirus_426892_435160	8269	Provirus	426892-435160	13	11	0.9803	NA	5	11.7075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWSP01000001.1|provirus_6319914_6367587	47674	Provirus	6319914-6367587	64	11	0.9606	NA	11	56.9582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWSP01000001.1|provirus_3069193_3145576	76384	Provirus	3069193-3145576	121	11	0.9433	NA	6	80.7798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_VWSP01000001.1|provirus_6196866_6221163	24298	Provirus	6196866-6221163	33	11	0.9185	NA	2	15.2074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015098.1|provirus_6670214_6704259	34046	Provirus	6670214-6704259	45	11	0.9640	NA	5	36.2266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015098.1|provirus_4565240_4612321	47082	Provirus	4565240-4612321	70	11	0.9553	NA	11	65.4721	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019596.1|provirus_357972_396542	38571	Provirus	357972-396542	57	11	0.9764	NA	11	59.1443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019596.1|provirus_1199355_1240228	40874	Provirus	1199355-1240228	58	11	0.9698	NA	5	69.3482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021559.1|provirus_1547219_1588167	40949	Provirus	1547219-1588167	63	11	0.9819	NA	7	82.5539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021559.1|provirus_339825_397300	57476	Provirus	339825-397300	91	11	0.9769	NA	18	93.8006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021707.1|provirus_3662625_3716715	54091	Provirus	3662625-3716715	81	11	0.9427	NA	10	59.7051	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021707.1|provirus_2018269_2036446	18178	Provirus	2018269-2036446	21	11	0.9095	NA	1	11.0062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023445.1|provirus_5922714_5958643	35930	Provirus	5922714-5958643	46	11	0.9542	NA	8	39.4174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024190.1|provirus_4265184_4316328	51145	Provirus	4265184-4316328	76	11	0.9753	NA	7	71.1232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024190.1|provirus_4626606_4679859	53254	Provirus	4626606-4679859	78	11	0.9699	NA	7	69.4876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025779.1|provirus_1708429_1765671	57243	Provirus	1708429-1765671	88	11	0.9598	NA	8	78.0459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025779.1|provirus_4306312_4321631	15320	Provirus	4306312-4321631	18	11	0.9320	NA	5	10.4837	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026652.1|provirus_4579323_4617773	38451	Provirus	4579323-4617773	52	11	0.9736	NA	11	53.8562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026652.1|provirus_5255355_5291239	35885	Provirus	5255355-5291239	54	11	0.9734	NA	9	64.9528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026652.1|provirus_5614366_5638471	24106	Provirus	5614366-5638471	31	11	0.9654	NA	8	21.2290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026652.1|provirus_7299137_7378426	79290	Provirus	7299137-7378426	141	11	0.9543	NA	7	78.7288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026652.1|provirus_4469777_4498795	29019	Provirus	4469777-4498795	38	11	0.9109	NA	1	12.0654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026652.1|provirus_7077826_7092471	14646	Provirus	7077826-7092471	26	11	0.8643	NA	1	9.7698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029197.1|provirus_3114002_3150010	36009	Provirus	3114002-3150010	56	11	0.9510	NA	12	50.8255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029197.1|provirus_2276912_2344762	67851	Provirus	2276912-2344762	121	11	0.9464	NA	6	78.2343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029197.1|provirus_4316888_4337820	20933	Provirus	4316888-4337820	29	11	0.9403	NA	1	11.4488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029197.1|provirus_4705837_4724275	18439	Provirus	4705837-4724275	24	11	0.9395	NA	1	29.0400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JABZEE010000028.1|provirus_129617_175120	45504	Provirus	129617-175120	63	11	0.9716	NA	8	69.6980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACGMP010000001.1|provirus_3532486_3572409	39924	Provirus	3532486-3572409	62	11	0.9556	NA	6	58.0437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACGMP010000001.1|provirus_7106011_7190345	84335	Provirus	7106011-7190345	135	11	0.9466	NA	8	78.3252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACGMP010000001.1|provirus_697792_730747	32956	Provirus	697792-730747	44	11	0.9215	NA	0	21.3840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QLLX01000002.1|provirus_720277_792125	71849	Provirus	720277-792125	127	11	0.9590	NA	7	85.9053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QQVZ01000002.1|provirus_1577698_1630212	52515	Provirus	1577698-1630212	87	11	0.9586	NA	9	58.0676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RBHX01000001.1|provirus_2750494_2786342	35849	Provirus	2750494-2786342	59	11	0.9762	NA	12	37.6439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RBHX01000001.1|provirus_1711311_1778913	67603	Provirus	1711311-1778913	119	11	0.9760	NA	4	62.8278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RKQW01000003.1|provirus_444703_461353	16651	Provirus	444703-461353	22	11	0.9699	NA	3	13.1047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SWMS01000027.1|provirus_38989_64345	25357	Provirus	38989-64345	30	11	0.9238	NA	0	13.4237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP063808.1|provirus_7011732_7020014	8283	Provirus	7011732-7020014	10	11	0.8687	NA	0	13.0800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061913.1|provirus_11450717_11503353	52637	Provirus	11450717-11503353	52	11	0.8328	NA	0	11.1384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP068985.1|provirus_7898389_7912582	14194	Provirus	7898389-7912582	20	11	0.9475	NA	2	7.7494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070373.1|provirus_895413_911036	15624	Provirus	895413-911036	21	11	0.9205	NA	1	27.2162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP079235.1|provirus_1223985_1339344	115360	Provirus	1223985-1339344	119	11	0.7850	NA	1	10.5713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP076457.1|provirus_3316679_3361107	44429	Provirus	3316679-3361107	66	11	0.9782	NA	8	86.8964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP076457.1|provirus_4581673_4616440	34768	Provirus	4581673-4616440	54	11	0.9685	NA	11	65.8561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP076457.1|provirus_1690704_1701709	11006	Provirus	1690704-1701709	14	11	0.8939	NA	0	4.5273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP073797.1|provirus_10175079_10189150	14072	Provirus	10175079-10189150	13	11	0.8485	NA	0	7.6874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081862.1|provirus_1551485_1608951	57467	Provirus	1551485-1608951	87	11	0.9450	NA	7	52.5397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081862.1|provirus_1212420_1224644	12225	Provirus	1212420-1224644	13	11	0.8202	NA	1	14.2367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP080599.1|provirus_2319931_2356855	36925	Provirus	2319931-2356855	58	11	0.9547	NA	11	42.3429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
