seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
NZ_JAHOCK010000024.1	36857	No terminal repeats	38	11	0.9629	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_LGKG01000002.1	192547	No terminal repeats	170	11	0.9866	NA	0	16.4726	NA	NF000025;NF033129;NF012178;NF033693
NZ_JDTT01000020.1	63133	No terminal repeats	63	11	0.9464	NA	0	5.5835	NA	NF012174
NZ_JOFC01000003.1	340690	No terminal repeats	302	11	0.9684	NA	0	5.5672	NA	NF000095;NF000496;NF033068;NF033105
NZ_JACHJI010000030.1	37595	No terminal repeats	28	11	0.9770	NA	0	0.1226	NA	NA
NZ_JAHODB010000024.1	36857	No terminal repeats	38	11	0.9629	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JASBOJ010000013.1	107341	No terminal repeats	98	11	0.8151	NA	0	2.2438	NA	NF000095;NF012174
NZ_JANJGM010000016.1	167089	No terminal repeats	89	11	0.8130	NA	0	0.0215	NA	NF033156;NF033156;NF033476;NF012178
NZ_JAPEPW010000004.1	843084	No terminal repeats	805	11	0.9891	NA	2	145.9349	NA	NF033105;NF000025;NF000095;NF000402;NF000095;NF033134;NF000496;NF033068;NF012174;NF033145;NF012176
NZ_JAHODX010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JASBPF010000011.1	109103	No terminal repeats	103	11	0.8630	NA	0	3.8029	NA	NF012174;NF000095
NZ_JAQISL010000025.1	131257	No terminal repeats	95	11	0.9875	NA	1	26.2820	NA	NF033135
NZ_JAHODV010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAVRFF010000017.1	171437	No terminal repeats	141	11	0.9650	NA	0	2.6658	NA	NF033135;NF033476;NF000125
NZ_CALNDP010000011.1	111612	No terminal repeats	134	11	0.9609	NA	0	8.1927	FATA_prgIb	NF012174
NZ_FXZD01000018.1	35905	No terminal repeats	23	11	0.9803	NA	0	5.3757	NA	NA
NZ_CALNDN010000010.1	111611	No terminal repeats	134	11	0.9608	NA	0	8.1927	FATA_prgIb	NF012174
NZ_JAJBOP010000023.1	38476	No terminal repeats	40	11	0.9646	NA	1	9.7886	FATA_cd411;FATA_prgIb;FATA_prgF	NA
NZ_JAPEMQ010000005.1	135433	No terminal repeats	142	11	0.9890	NA	1	17.5502	NA	NF033135;NF033087
NZ_CCWT01000011.1	39110	No terminal repeats	41	11	0.9239	NA	0	1.2342	NA	NA
NZ_JAHOCQ010000025.1	36857	No terminal repeats	38	11	0.9628	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_CCWU01000011.1	45664	No terminal repeats	48	11	0.9358	NA	0	1.8424	NA	NA
NZ_BCYG01000057.1	48132	No terminal repeats	52	11	0.9350	NA	0	4.0833	NA	NA
NZ_JAENRW010000259.1	296392	No terminal repeats	242	11	0.9773	NA	0	9.3449	NA	NF012178;NF012174;NF012178;NF000051
NZ_JABETO010000004.1	321225	No terminal repeats	270	11	0.9662	NA	0	0.8266	NA	NF033134;NF033135;NF033134;NF033134;NF000025;NF033134
NZ_BHXA01000143.1	97227	No terminal repeats	53	11	0.8546	NA	0	0.8362	NA	NF000496
NZ_WTLH01000007.1	74737	No terminal repeats	68	11	0.9537	NA	0	0.8527	NA	NF033068;NF000493
NZ_JAHODJ010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAHODK010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JASBPZ010000013.1	101437	No terminal repeats	96	11	0.7284	NA	0	0.0166	NA	NF012174;NF000095
NZ_JAPNLI010000029.1	82739	No terminal repeats	74	11	0.8720	NA	0	2.0297	NA	NF000027
NZ_JYJI01000131.1	24354	No terminal repeats	21	11	0.9210	NA	0	8.9036	NA	NA
NZ_JAAGLQ010000704.1	26331	No terminal repeats	25	11	0.9349	NA	0	4.8707	NA	NF033068;NF000496
NZ_JAPEPV010000002.1	315742	No terminal repeats	214	11	0.9826	NA	2	5.0726	NA	NF033145;NF033088;NF033145;NF033129;NF033134;NF012174;NF012178
NZ_BCMK01000023.1	101060	No terminal repeats	90	11	0.7516	NA	0	2.3450	NA	NF000025;NF000088
NZ_CAKMCC010000016.1	50245	No terminal repeats	48	11	0.9637	NA	0	7.5299	FATA_prgF;FATA_prgIb	NA
NZ_CALNDF010000011.1	111611	No terminal repeats	135	11	0.9602	NA	0	8.1927	FATA_prgIb	NF012174
NZ_CP034351.1	481785	No terminal repeats	470	11	0.9830	NA	2	56.9977	NA	NF033105;NF033085;NF033135;NF012174;NF033156;NF012178;NF012171;NF033129;NF033134
NZ_CALNDM010000010.1	111610	No terminal repeats	134	11	0.9523	NA	0	8.1927	FATA_prgIb	NF012174
NZ_JASBQC010000017.1	62312	No terminal repeats	58	11	0.9061	NA	0	6.4270	NA	NF012174
NZ_BMVA01000026.1	89713	No terminal repeats	66	11	0.9800	NA	0	6.8073	NA	NF012178;NF012174
NZ_BNBY01000023.1	134546	No terminal repeats	123	11	0.9705	NA	0	8.7342	NA	NF000051;NF012171;NF000095;NF033135
NZ_JAKGSF010000001.1	996243	No terminal repeats	945	11	0.9744	NA	1	0.3388	NA	NF000402;NF033068;NF012174;NF033103;NF012171;NF012174;NF040874;NF000496;NF033135;NF000025;NF000025;NF033145;NF033135;NF033105;NF033135;NF012174;NF033129;NF033129
NZ_JAPEMS010000003.1	999775	No terminal repeats	898	11	0.9836	NA	1	34.0675	NA	NF033068;NF000138;NF000496;NF000241;NF000145;NF033135;NF033105;NF033693;NF033476;NF000373;NF033145;NF000091;NF033117
NZ_FKJH01000011.1	78910	No terminal repeats	61	11	0.9740	NA	0	4.8822	NA	NF012178
NZ_BSRN01000013.1	239620	No terminal repeats	196	11	0.9703	NA	0	7.9589	NA	NA
NZ_JAPEPY010000002.1	1041418	No terminal repeats	1033	11	0.9862	NA	2	103.0408	NA	NF012178;NF033476;NF000025;NF033105;NF012178;NF033129;NF033129;NF033135;NF012171;NF033114;NF033135;NF033135;NF033068;NF033135;NF000138;NF033117;NF000025;NF033135;NF033129
NZ_JANFDB010000024.1	131755	No terminal repeats	119	11	0.9674	NA	0	0.3865	NA	NF033117;NF012178;NF012178;NF033145
NZ_JAPEPN010000002.1	375831	No terminal repeats	373	11	0.9880	NA	1	45.1968	NA	NF000052;NF033068;NF033105;NF033129;NF033085
NZ_JAHODY010000024.1	36857	No terminal repeats	38	11	0.9628	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAPENG010000007.1	354347	No terminal repeats	319	11	0.9663	NA	0	8.6099	NA	NF033476;NF012178;NF033135;NF033105;NF033156
NZ_BSTF01000024.1	107030	No terminal repeats	58	11	0.9459	NA	0	4.7892	NA	NA
NZ_CAUUOM010000038.1	26288	No terminal repeats	23	11	0.8394	NA	0	0.4025	NA	NA
NZ_JOAU01000033.1	57391	No terminal repeats	41	11	0.9745	NA	0	7.0038	NA	NA
NZ_CALNDD010000010.1	111609	No terminal repeats	134	11	0.9530	NA	0	8.1927	FATA_prgIb	NF012174
NZ_JAQGLB010000042.1	15361	No terminal repeats	13	11	0.8991	NA	0	2.0652	NA	NA
NZ_JASBON010000010.1	107423	No terminal repeats	98	11	0.8164	NA	0	2.2438	NA	NF012174;NF000095
NZ_JAHOCS010000024.1	36859	No terminal repeats	38	11	0.9608	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JASBOL010000011.1	105284	No terminal repeats	100	11	0.8219	NA	0	2.5829	NA	NF000095;NF012174
NZ_FNDJ01000037.1	108946	No terminal repeats	112	11	0.9032	NA	0	8.4675	NA	NF012178
NZ_JAPELU010000007.1	38372	No terminal repeats	39	11	0.9538	NA	0	0.1632	NA	NA
NZ_CALNDQ010000011.1	111611	No terminal repeats	135	11	0.9602	NA	0	8.1927	FATA_prgIb	NF012174
NZ_JARWQF010000347.1	3841	No terminal repeats	2	11	0.8317	NA	0	1.3916	NA	NA
NZ_LFVW01000505.1	7242	No terminal repeats	7	11	0.8693	NA	0	1.3468	NA	NA
NZ_KB890710.1	150579	No terminal repeats	81	11	0.9602	NA	0	1.2228	NA	NF033156;NF033156;NF033476;NF012178
NZ_LGDX01000317.1	78437	No terminal repeats	74	11	0.8960	NA	0	5.4054	NA	NF000095
NZ_KQ948656.1	1084853	No terminal repeats	1003	11	0.9584	NA	0	0.3807	NA	NF000088;NF033068;NF033145;NF033135;NF000027;NF000125;NF000095;NF033134;NF033134;NF033156;NF033135;NF038306;NF033129;NF000496;NF033476;NF000095;NF033105;NF000493;NF033476;NF012174;NF033115;NF033068
