	Accession_DB	Localisation	start	end	Nuccore	Close_prophage	Cluster	Type	sys_id	Position	replicon	Assembly	New_clade	Type_defensive	Sys_close	Nb_sys_close	Close_type	Close_sys_id	In_plasmid	Close_conservon	LanC	Dehydra_N_Thiopep	Dehydra	Thiopep_Methyl	Methyl	Thiopep	Transporter
1425	GCF_008017515.1_NZ_VPFF01000001.1_06451	4271648:4272653	4271648	4272653	NZ_VPFF01000001.1	0	GCF_008017515.1_NZ_VPFF01000001.1_06451	lanthipeptide-class-i	GCF_008017515.1_NZ_VPFF01000001.1.region013_lanthipeptide-class-i_4258316_4284796	6451	GCF_008017515.1_NZ_VPFF01000001.1	GCF_008017515.1	Clade 6	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
1426	GCF_008064995.1_NZ_AP018517.1_03636	4273205:4274438	4273205	4274438	NZ_AP018517.1	0	GCF_003949895.1_NZ_RQIR01001565.1_00895	lanthipeptide-class-i	GCF_008064995.1_NZ_AP018517.1.region020_lanthipeptide-class-i_4262238_4287501	3636	GCF_008064995.1_NZ_AP018517.1	GCF_008064995.1	Clade 1	Lanthiphage	1.0	1.0	RM_Type_IV	GCF_008064995.1_RM_Type_IV_9	0	0.0	1	1	0	0	1	1	0
1427	GCF_008065375.1_NZ_VJYI01000031.1_03570	38527:39805	38527	39805	NZ_VJYI01000031.1	0	GCF_008065375.1_NZ_VJYI01000031.1_03570	lanthipeptide-class-i	GCF_008065375.1_NZ_VJYI01000031.1.region001_lanthipeptide-class-i_26458_52835	3570	GCF_008065375.1_NZ_VJYI01000031.1	GCF_008065375.1	Clade 6	Lanthiphage	0.0				1	1.0	1	1	0	1	1	0	1
1428	GCF_008085895.1_NZ_VSFG01000001.1_02235	149253:150327	149253	150327	NZ_VSFG01000001.1	0	GCF_008085905.1_NZ_VSFF01000013.1_07968	lanthipeptide-class-i	GCF_008085895.1_NZ_VSFG01000001.1.region001_lanthipeptide-class-i_136438_161121	2235	GCF_008085895.1_NZ_VSFG01000001.1	GCF_008085895.1	Clade 4	Lanthiphage	1.0	1.0	Avs_II	GCF_008085895.1_Avs_II_2	0	0.0	1	1	0	0	1	1	0
1429	GCF_008085895.1_NZ_VSFG01000012.1_00774	12426:13686	12426	13686	NZ_VSFG01000012.1	0	GCF_008085895.1_NZ_VSFG01000012.1_00774	lanthipeptide-class-i	GCF_008085895.1_NZ_VSFG01000012.1.region001_lanthipeptide-class-i_1_25813	774	GCF_008085895.1_NZ_VSFG01000012.1	GCF_008085895.1	Clade 9	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
1430	GCF_008085905.1_NZ_VSFF01000013.1_07968	395836:396913	395836	396913	NZ_VSFF01000013.1	0	GCF_008085905.1_NZ_VSFF01000013.1_07968	lanthipeptide-class-i	GCF_008085905.1_NZ_VSFF01000013.1.region003_lanthipeptide-class-i_383021_407704	7968	GCF_008085905.1_NZ_VSFF01000013.1	GCF_008085905.1	Clade 4	Lanthiphage	1.0	1.0	CAS_Class1-Subtype-I-C	GCF_008085905.1_CAS_Class1-Subtype-I-C_10	0	0.0	1	1	0	0	1	1	0
1431	GCF_008085995.1_NZ_VSEX01000047.1_05367	13499:14750	13499	14750	NZ_VSEX01000047.1	0	GCF_003260025.2_NZ_QFZU02000031.1_00510	lanthipeptide-class-i	GCF_008085995.1_NZ_VSEX01000047.1.region001_lanthipeptide-class-i_399_26825	5367	GCF_008085995.1_NZ_VSEX01000047.1	GCF_008085995.1	Clade 10	Lanthiphage	1.0	1.0	RM_Type_I	GCF_008085995.1_RM_Type_I_9	0	0.0	1	1	0	1	0	0	0
1432	GCF_008086045.1_NZ_VSEY01000013.1_11481	167778:169137	167778	169137	NZ_VSEY01000013.1	0	GCF_008086045.1_NZ_VSEY01000013.1_11481	lanthipeptide-class-i	GCF_008086045.1_NZ_VSEY01000013.1.region002_lanthipeptide-class-i_153801_179138	11481	GCF_008086045.1_NZ_VSEY01000013.1	GCF_008086045.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	1	3
1433	GCF_008087005.1_NZ_VHQN01000034.1_05615	18979:20383	18979	20383	NZ_VHQN01000034.1	0	GCF_009811635.1_NZ_BLIR01000001.1_02012	lanthipeptide-class-i	GCF_008087005.1_NZ_VHQN01000034.1.region001_lanthipeptide-class-i_8980_33521	5615	GCF_008087005.1_NZ_VHQN01000034.1	GCF_008087005.1	Non Defensive	lanthipeptide-class-i	0.0				1	0.0	1	1	0	0	0	0	1
1434	GCF_008107605.1_NZ_RSFG01000002.1_07079	1795899:1797105	1795899	1797105	NZ_RSFG01000002.1	1	GCF_002953255.1_NZ_CP026498.1_03449	lanthipeptide-class-i	GCF_008107605.1_NZ_RSFG01000002.1.region005_lanthipeptide-class-i_1784883_1810159	7079	GCF_008107605.1_NZ_RSFG01000002.1	GCF_008107605.1	Clade 3	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
1435	GCF_008120935.1_NZ_RDBO01000020.1_05644	1569631:1570861	1569631	1570861	NZ_RDBO01000020.1	0	GCF_030116705.1_NZ_JAOTIK010000001.1_02992	lanthipeptide-class-i	GCF_008120935.1_NZ_RDBO01000020.1.region003_lanthipeptide-class-i_1559632_1584628	5644	GCF_008120935.1_NZ_RDBO01000020.1	GCF_008120935.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	1	1
1436	GCF_008124905.1_NZ_VNIC01000010.1_03922	17652:18912	17652	18912	NZ_VNIC01000010.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_008124905.1_NZ_VNIC01000010.1.region001_lanthipeptide-class-i_5544_31998	3922	GCF_008124905.1_NZ_VNIC01000010.1	GCF_008124905.1	Clade 9	Lanthiphage	1.0	1.0	CapRel	GCF_008124905.1_CapRel_3	0	1.0	1	1	0	1	0	0	0
1437	GCF_008124905.1_NZ_VNIC01000012.1_07235	68308:69709	68308	69709	NZ_VNIC01000012.1	0	GCF_003671685.1_NZ_RAIG01000561.1_02237	lanthipeptide-class-i	GCF_008124905.1_NZ_VNIC01000012.1.region001_lanthipeptide-class-i_58309_82868	7235	GCF_008124905.1_NZ_VNIC01000012.1	GCF_008124905.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1438	GCF_008124915.1_NZ_VNID01000012.1_07148	17652:18912	17652	18912	NZ_VNID01000012.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_008124915.1_NZ_VNID01000012.1.region001_lanthipeptide-class-i_5544_31998	7148	GCF_008124915.1_NZ_VNID01000012.1	GCF_008124915.1	Clade 9	Lanthiphage	1.0	1.0	CapRel	GCF_008124915.1_CapRel_3	0	1.0	1	1	0	1	0	0	0
1439	GCF_008124915.1_NZ_VNID01000014.1_02672	68308:69709	68308	69709	NZ_VNID01000014.1	0	GCF_003671685.1_NZ_RAIG01000561.1_02237	lanthipeptide-class-i	GCF_008124915.1_NZ_VNID01000014.1.region001_lanthipeptide-class-i_58309_82868	2672	GCF_008124915.1_NZ_VNID01000014.1	GCF_008124915.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1440	GCF_008124975.1_NZ_VNIG01000011.1_02296	250612:251872	250612	251872	NZ_VNIG01000011.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_008124975.1_NZ_VNIG01000011.1.region001_lanthipeptide-class-i_237528_263982	2296	GCF_008124975.1_NZ_VNIG01000011.1	GCF_008124975.1	Clade 9	Lanthiphage	1.0	1.0	CapRel	GCF_008124975.1_CapRel_3	0	1.0	1	1	0	1	0	0	0
1441	GCF_008124975.1_NZ_VNIG01000012.1_07294	177172:178573	177172	178573	NZ_VNIG01000012.1	0	GCF_003671685.1_NZ_RAIG01000561.1_02237	lanthipeptide-class-i	GCF_008124975.1_NZ_VNIG01000012.1.region003_lanthipeptide-class-i_164015_188574	7294	GCF_008124975.1_NZ_VNIG01000012.1	GCF_008124975.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1442	GCF_008124985.1_NZ_VNIF01000011.1_02336	250612:251872	250612	251872	NZ_VNIF01000011.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_008124985.1_NZ_VNIF01000011.1.region001_lanthipeptide-class-i_237528_263982	2336	GCF_008124985.1_NZ_VNIF01000011.1	GCF_008124985.1	Clade 9	Lanthiphage	1.0	1.0	CapRel	GCF_008124985.1_CapRel_3	0	1.0	1	1	0	1	0	0	0
1443	GCF_008124985.1_NZ_VNIF01000013.1_03499	177395:178796	177395	178796	NZ_VNIF01000013.1	0	GCF_003671685.1_NZ_RAIG01000561.1_02237	lanthipeptide-class-i	GCF_008124985.1_NZ_VNIF01000013.1.region003_lanthipeptide-class-i_164238_188797	3499	GCF_008124985.1_NZ_VNIF01000013.1	GCF_008124985.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1444	GCF_008125035.1_NZ_VNIH01000009.1_03221	250606:251866	250606	251866	NZ_VNIH01000009.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_008125035.1_NZ_VNIH01000009.1.region001_lanthipeptide-class-i_237522_263976	3221	GCF_008125035.1_NZ_VNIH01000009.1	GCF_008125035.1	Clade 9	Lanthiphage	1.0	1.0	CapRel	GCF_008125035.1_CapRel_3	0	1.0	1	1	0	1	0	0	0
1445	GCF_008125035.1_NZ_VNIH01000011.1_02156	68308:69709	68308	69709	NZ_VNIH01000011.1	0	GCF_003671685.1_NZ_RAIG01000561.1_02237	lanthipeptide-class-i	GCF_008125035.1_NZ_VNIH01000011.1.region001_lanthipeptide-class-i_58309_82868	2156	GCF_008125035.1_NZ_VNIH01000011.1	GCF_008125035.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1446	GCF_008180165.1_NZ_VSZQ01000066.1_05383	13292:14558	13292	14558	NZ_VSZQ01000066.1	0	GCF_009865365.1_NZ_WWJS01000031.1_01053	lanthipeptide-class-i	GCF_008180165.1_NZ_VSZQ01000066.1.region001_lanthipeptide-class-i_201_26651	5383	GCF_008180165.1_NZ_VSZQ01000066.1	GCF_008180165.1	Clade 10	Lanthiphage	0.0				1	0.0	1	1	0	1	0	0	1
1447	GCF_008180165.1_NZ_VSZQ01000074.1_06042	12811:14041	12811	14041	NZ_VSZQ01000074.1	0	GCF_000720405.1_NZ_JOAE01000019.1_02276	lanthipeptide-class-i	GCF_008180165.1_NZ_VSZQ01000074.1.region001_lanthipeptide-class-i_2021_25013	6042	GCF_008180165.1_NZ_VSZQ01000074.1	GCF_008180165.1	Clade 1	Lanthiphage	0.0				1	0.0	1	0	0	0	0	2	1
1448	GCF_008180165.1_NZ_VSZQ01000113.1_00104	19849:20923	19849	20923	NZ_VSZQ01000113.1	0	GCF_000716935.1_NZ_JNWU01000004.1_06646	lanthipeptide-class-i	GCF_008180165.1_NZ_VSZQ01000113.1.region001_lanthipeptide-class-i_7771_25943	104	GCF_008180165.1_NZ_VSZQ01000113.1	GCF_008180165.1	Clade 8	Lanthiphage	0.0				0	0.0	1	0	1	1	1	0	1
1449	GCF_008271795.1_NZ_VTPA01000007.1_03048	10353:11751	10353	11751	NZ_VTPA01000007.1	0	GCF_008271795.1_NZ_VTPA01000007.1_03048	lanthipeptide-class-i	GCF_008271795.1_NZ_VTPA01000007.1.region001_lanthipeptide-class-i_1_21752	3048	GCF_008271795.1_NZ_VTPA01000007.1	GCF_008271795.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1450	GCF_008271805.1_NZ_VSRY01000094.1_02862	57619:58693	57619	58693	NZ_VSRY01000094.1	0	GCF_003994375.1_NZ_CP029042.1_03237	lanthipeptide-class-i	GCF_008271805.1_NZ_VSRY01000094.1.region001_lanthipeptide-class-i_45584_64820	2862	GCF_008271805.1_NZ_VSRY01000094.1	GCF_008271805.1	Clade 8	Lanthiphage	0.0				0	0.0	1	0	1	1	0	0	0
1451	GCF_008271805.1_NZ_VSRY01000157.1_06416	72127:73351	72127	73351	NZ_VSRY01000157.1	0	GCF_008271805.1_NZ_VSRY01000157.1_06416	lanthipeptide-class-i	GCF_008271805.1_NZ_VSRY01000157.1.region002_lanthipeptide-class-i_58913_83352	6416	GCF_008271805.1_NZ_VSRY01000157.1	GCF_008271805.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1452	GCF_008312835.1_NZ_VSKS01000001.1_04053	177349:178648	177349	178648	NZ_VSKS01000001.1	0	GCF_024213195.1_NZ_JANAVF010000016.1_02117	lanthipeptide-class-i	GCF_008312835.1_NZ_VSKS01000001.1.region002_lanthipeptide-class-i_164273_188649	4053	GCF_008312835.1_NZ_VSKS01000001.1	GCF_008312835.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1453	GCF_008312835.1_NZ_VSKS01000007.1_05224	338917:340318	338917	340318	NZ_VSKS01000007.1	0	GCF_003671685.1_NZ_RAIG01000561.1_02237	lanthipeptide-class-i	GCF_008312835.1_NZ_VSKS01000007.1.region002_lanthipeptide-class-i_328918_350583	5224	GCF_008312835.1_NZ_VSKS01000007.1	GCF_008312835.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
1454	GCF_008312845.1_NZ_VSKT01000005.1_04011	219880:221143	219880	221143	NZ_VSKT01000005.1	0	GCF_008312845.1_NZ_VSKT01000005.1_04011	lanthipeptide-class-i	GCF_008312845.1_NZ_VSKT01000005.1.region002_lanthipeptide-class-i_209881_234246	4011	GCF_008312845.1_NZ_VSKT01000005.1	GCF_008312845.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	0	1
1455	GCF_008327685.1_NZ_BDDE01000035.1_07744	25288:26365	25288	26365	NZ_BDDE01000035.1	0	GCF_008085905.1_NZ_VSFF01000013.1_07968	lanthipeptide-class-i	GCF_008327685.1_NZ_BDDE01000035.1.region001_lanthipeptide-class-i_13643_31020	7744	GCF_008327685.1_NZ_BDDE01000035.1	GCF_008327685.1	Clade 4	Lanthiphage	0.0				1	1.0	1	1	0	0	0	1	0
1456	GCF_008369065.1_NZ_VDFC01000089.1_07071	2237:3413	2237	3413	NZ_VDFC01000089.1	0	GCF_001672315.1_NZ_LWAB01000002.1_01105	lanthipeptide-class-i	GCF_008369065.1_NZ_VDFC01000089.1.region001_lanthipeptide-class-i_1_16593	7071	GCF_008369065.1_NZ_VDFC01000089.1	GCF_008369065.1	Clade 7	Lanthiphage	0.0				0	0.0	1	1	0	0	1	0	0
1457	GCF_008369905.1_NZ_VRMC01000127.1_00413	2459:3794	2459	3794	NZ_VRMC01000127.1	0	GCF_008369905.1_NZ_VRMC01000127.1_00413	lanthipeptide-class-i	GCF_008369905.1_NZ_VRMC01000127.1.region001_lanthipeptide-class-i_1_10500	413	GCF_008369905.1_NZ_VRMC01000127.1	GCF_008369905.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1458	GCF_008369905.1_NZ_VRMC01000174.1_01593	2395:3739	2395	3739	NZ_VRMC01000174.1	0	GCF_008369905.1_NZ_VRMC01000174.1_01593	lanthipeptide-class-i	GCF_008369905.1_NZ_VRMC01000174.1.region001_lanthipeptide-class-i_1_4473	1593	GCF_008369905.1_NZ_VRMC01000174.1	GCF_008369905.1	Non Defensive	lanthipeptide-class-i	0.0				1	0.0	1	1	0	0	0	0	0
1459	GCF_008386495.1_NZ_VTHJ01000016.1_04507	112485:113634	112485	113634	NZ_VTHJ01000016.1	0	GCF_000958545.1_NZ_KQ030481.1_00039	lanthipeptide-class-i	GCF_008386495.1_NZ_VTHJ01000016.1.region001_lanthipeptide-class-i_99444_124384	4507	GCF_008386495.1_NZ_VTHJ01000016.1	GCF_008386495.1	Clade 3	Lanthiphage	0.0				0	0.0	1	0	1	0	1	1	0
1460	GCF_008386495.1_NZ_VTHJ01000027.1_00617	11386:12472	11386	12472	NZ_VTHJ01000027.1	0	GCF_009377235.1_NZ_VMNX01000005.1_03415	lanthipeptide-class-i	GCF_008386495.1_NZ_VTHJ01000027.1.region001_lanthipeptide-class-i_1387_25535	617	GCF_008386495.1_NZ_VTHJ01000027.1	GCF_008386495.1	Non Defensive	lanthipeptide-class-i	0.0				1	0.0	1	1	0	0	0	0	1
1461	GCF_008386495.1_NZ_VTHJ01000055.1_00997	52094:53363	52094	53363	NZ_VTHJ01000055.1	0	GCF_009864865.1_NZ_WWGA01000065.1_03173	lanthipeptide-class-i	GCF_008386495.1_NZ_VTHJ01000055.1.region001_lanthipeptide-class-i_39144_65467	997	GCF_008386495.1_NZ_VTHJ01000055.1	GCF_008386495.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
1462	GCF_008632955.1_NZ_CP043959.1_03803	4016543:4017824	4016543	4017824	NZ_CP043959.1	0	GCF_003671685.1_NZ_RAIG01000561.1_02237	lanthipeptide-class-i	GCF_008632955.1_NZ_CP043959.1.region010_lanthipeptide-class-i_4006544_4031055	3803	GCF_008632955.1_NZ_CP043959.1	GCF_008632955.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1463	GCF_008634025.1_NZ_PDCM01000002.1_01671	2173251:2174520	2173251	2174520	NZ_PDCM01000002.1	0	GCF_001279345.1_NZ_LGCV01000206.1_00767	lanthipeptide-class-i	GCF_008634025.1_NZ_PDCM01000002.1.region021_lanthipeptide-class-i_2161327_2184261	1671	GCF_008634025.1_NZ_PDCM01000002.1	GCF_008634025.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	2
1464	GCF_008634025.1_NZ_PDCM01000002.1_02685	3460271:3461507	3460271	3461507	NZ_PDCM01000002.1	0	GCF_008634025.1_NZ_PDCM01000002.1_02685	lanthipeptide-class-i	GCF_008634025.1_NZ_PDCM01000002.1.region024_lanthipeptide-class-i_3450272_3475524	2685	GCF_008634025.1_NZ_PDCM01000002.1	GCF_008634025.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	1	0
1465	GCF_008638355.1_NZ_ML703349.1_04851	219298:220456	219298	220456	NZ_ML703349.1	0	GCF_001029525.1_NZ_LEKI01000032.1_02779	lanthipeptide-class-i	GCF_008638355.1_NZ_ML703349.1.region001_lanthipeptide-class-i_206327_230457	4851	GCF_008638355.1_NZ_ML703349.1	GCF_008638355.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1466	GCF_008638355.1_NZ_VWVS01000013.1_01024	201725:202940	201725	202940	NZ_VWVS01000013.1	0	GCF_008638355.1_NZ_VWVS01000013.1_01024	lanthipeptide-class-i	GCF_008638355.1_NZ_VWVS01000013.1.region001_lanthipeptide-class-i_188859_212941	1024	GCF_008638355.1_NZ_VWVS01000013.1	GCF_008638355.1	Non Defensive	lanthipeptide-class-i	0.0				0	1.0	1	1	0	0	1	0	0
1467	GCF_008638355.1_NZ_VWVS01000014.1_02490	157879:158923	157879	158923	NZ_VWVS01000014.1	0	GCF_000381685.1_NZ_KB906876.1_01171	lanthipeptide-class-i	GCF_008638355.1_NZ_VWVS01000014.1.region002_lanthipeptide-class-i_145860_171324	2490	GCF_008638355.1_NZ_VWVS01000014.1	GCF_008638355.1	Clade 9	Lanthiphage	1.0	2.0	Hna|RM_Type_I	GCF_008638355.1_Hna_6|GCF_008638355.1_RM_Type_I_7	1	0.0	1	0	1	1	0	0	0
1468	GCF_008638365.1_NZ_VWVU01000030.1_00611	7361:8507	7361	8507	NZ_VWVU01000030.1	0	GCF_008638365.1_NZ_VWVU01000030.1_00611	lanthipeptide-class-i	GCF_008638365.1_NZ_VWVU01000030.1.region001_lanthipeptide-class-i_1_19522	611	GCF_008638365.1_NZ_VWVU01000030.1	GCF_008638365.1	Clade 2	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
1469	GCF_008638365.1_NZ_VWVU01000047.1_01606	7999:9172	7999	9172	NZ_VWVU01000047.1	0	GCF_008638365.1_NZ_VWVU01000047.1_01606	lanthipeptide-class-i	GCF_008638365.1_NZ_VWVU01000047.1.region001_lanthipeptide-class-i_1_19173	1606	GCF_008638365.1_NZ_VWVU01000047.1	GCF_008638365.1	Clade 7	Lanthiphage	0.0				0	0.0	1	1	0	0	1	0	0
1470	GCF_008642315.1_NZ_CP029192.1_06793	7913492:7914812	7913492	7914812	NZ_CP029192.1	0	GCF_001418465.1_NZ_LIQU01000084.1_02946	lanthipeptide-class-i	GCF_008642315.1_NZ_CP029192.1.region027_lanthipeptide-class-i_7904981_7927916	6793	GCF_008642315.1_NZ_CP029192.1	GCF_008642315.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1471	GCF_008642315.1_NZ_CP029192.1_07123	8305743:8307009	8305743	8307009	NZ_CP029192.1	1	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_008642315.1_NZ_CP029192.1.region030_lanthipeptide-class-i_8293640_8320094	7123	GCF_008642315.1_NZ_CP029192.1	GCF_008642315.1	Clade 9	Lanthiphage	0.0				0	0.0	1	0	0	1	0	1	0
1472	GCF_008704205.1_NZ_VXLC01000013.1_08060	52269:53661	52269	53661	NZ_VXLC01000013.1	0	GCF_008704205.1_NZ_VXLC01000013.1_08060	lanthipeptide-class-i	GCF_008704205.1_NZ_VXLC01000013.1.region001_lanthipeptide-class-i_42270_66775	8060	GCF_008704205.1_NZ_VXLC01000013.1	GCF_008704205.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	4
1473	GCF_008704205.1_NZ_VXLC01000014.1_06247	470385:471690	470385	471690	NZ_VXLC01000014.1	0	GCF_008704205.1_NZ_VXLC01000014.1_06247	lanthipeptide-class-i	GCF_008704205.1_NZ_VXLC01000014.1.region004_lanthipeptide-class-i_460386_484805	6247	GCF_008704205.1_NZ_VXLC01000014.1	GCF_008704205.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1474	GCF_008704205.1_NZ_VXLC01000029.1_04652	21924:23247	21924	23247	NZ_VXLC01000029.1	0	GCF_008704205.1_NZ_VXLC01000029.1_04652	lanthipeptide-class-i	GCF_008704205.1_NZ_VXLC01000029.1.region001_lanthipeptide-class-i_8832_33248	4652	GCF_008704205.1_NZ_VXLC01000029.1	GCF_008704205.1	Non Defensive	lanthipeptide-class-i	0.0				1	0.0	1	1	0	0	0	0	1
1475	GCF_008704425.1_NZ_CP023696.1_00518	629147:630644	629147	630644	NZ_CP023696.1	0	GCF_032932555.1_NZ_CP136652.1_02169	lanthipeptide-class-i	GCF_008704425.1_NZ_CP023696.1.region008_lanthipeptide-class-i_614676_640645	518	GCF_008704425.1_NZ_CP023696.1	GCF_008704425.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	1	0
1476	GCF_008704445.1_NZ_CP023697.1_00626	767116:768376	767116	768376	NZ_CP023697.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_008704445.1_NZ_CP023697.1.region006_lanthipeptide-class-i_754032_780486	626	GCF_008704445.1_NZ_CP023697.1	GCF_008704445.1	Clade 9	Lanthiphage	0.0				0	1.0	1	1	0	1	0	0	1
1477	GCF_008704495.1_NZ_CP023699.1_03885	4747037:4748234	4747037	4748234	NZ_CP023699.1	0	GCF_001418465.1_NZ_LIQU01000174.1_00054	lanthipeptide-class-i	GCF_008704495.1_NZ_CP023699.1.region021_lanthipeptide-class-i_4734203_4758188	3885	GCF_008704495.1_NZ_CP023699.1	GCF_008704495.1	Clade 7	Lanthiphage	1.0	1.0	CBASS_I	GCF_008704495.1_CBASS_I_3	0	0.0	1	1	0	0	1	0	0
1478	GCF_008704495.1_NZ_CP023699.1_08045	9571325:9572546	9571325	9572546	NZ_CP023699.1	0	GCF_002556545.1_NZ_CP022685.1_00266	lanthipeptide-class-i	GCF_008704495.1_NZ_CP023699.1.region035_lanthipeptide-class-i_9561822_9586276	8045	GCF_008704495.1_NZ_CP023699.1	GCF_008704495.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	1	2
1479	GCF_008704495.1_NZ_CP023699.1_08215	9784533:9785829	9784533	9785829	NZ_CP023699.1	0	GCF_001418465.1_NZ_LIQU01000084.1_02946	lanthipeptide-class-i	GCF_008704495.1_NZ_CP023699.1.region037_lanthipeptide-class-i_9771343_9795830	8215	GCF_008704495.1_NZ_CP023699.1	GCF_008704495.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
1480	GCF_008704515.1_NZ_CP023700.1_03245	3749697:3750966	3749697	3750966	NZ_CP023700.1	0	GCF_009864865.1_NZ_WWGA01000065.1_03173	lanthipeptide-class-i	GCF_008704515.1_NZ_CP023700.1.region014_lanthipeptide-class-i_3737595_3763918	3245	GCF_008704515.1_NZ_CP023700.1	GCF_008704515.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
1481	GCF_008704535.1_NZ_CP023701.1_06153	7136952:7138218	7136952	7138218	NZ_CP023701.1	0	GCF_014650935.1_NZ_BMVX01000047.1_00993	lanthipeptide-class-i	GCF_008704535.1_NZ_CP023701.1.region031_lanthipeptide-class-i_7124147_7151257	6153	GCF_008704535.1_NZ_CP023701.1	GCF_008704535.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	1	0	0
1482	GCF_008704555.1_NZ_CP023702.1_03764	4422608:4423904	4422608	4423904	NZ_CP023702.1	0	GCF_000716935.1_NZ_JNWU01000002.1_00263	lanthipeptide-class-i	GCF_008704555.1_NZ_CP023702.1.region020_lanthipeptide-class-i_4409688_4436005	3764	GCF_008704555.1_NZ_CP023702.1	GCF_008704555.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	1
1483	GCF_008704655.1_NZ_CP023688.1_01751	2194280:2195561	2194280	2195561	NZ_CP023688.1	0	GCF_000720605.1_NZ_JOBS01000026.1_06272	lanthipeptide-class-i	GCF_008704655.1_NZ_CP023688.1.region021_lanthipeptide-class-i_2184281_2208618	1751	GCF_008704655.1_NZ_CP023688.1	GCF_008704655.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1484	GCF_008704795.1_NZ_CP023690.1_00426	556025:557333	556025	557333	NZ_CP023690.1	0	GCF_001418465.1_NZ_LIQU01000084.1_02946	lanthipeptide-class-i	GCF_008704795.1_NZ_CP023690.1.region008_lanthipeptide-class-i_546026_570486	426	GCF_008704795.1_NZ_CP023690.1	GCF_008704795.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
1485	GCF_008704855.1_NZ_CP023691.1_06473	7676329:7677733	7676329	7677733	NZ_CP023691.1	0	GCF_009811635.1_NZ_BLIR01000001.1_02012	lanthipeptide-class-i	GCF_008704855.1_NZ_CP023691.1.region028_lanthipeptide-class-i_7666330_7690880	6473	GCF_008704855.1_NZ_CP023691.1	GCF_008704855.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1486	GCF_008704995.1_NZ_CP023747.1_05016	5868017:5869160	5868017	5869160	NZ_CP023747.1	0	GCF_000819545.1_NZ_CP009313.1_04883	lanthipeptide-class-i	GCF_008704995.1_NZ_CP023747.1.region014_lanthipeptide-class-i_5855052_5879161	5016	GCF_008704995.1_NZ_CP023747.1	GCF_008704995.1	Clade 7	Lanthiphage	0.0				0	0.0	1	1	0	0	1	0	1
